unit_id,cycle,rpm,feed_rate_mm_rev,depth_of_cut_mm,cutting_speed_m_min,vibration_rms_ms2,spectral_kurtosis,spindle_temp_rise_C,acoustic_emission_V,coolant_flow_Lmin,cutting_force_N,motor_power_kW,flank_wear_VB_mm,RUL,tool_state,specific_cutting_energy_Jmm3,material_removal_rate_mm3min,mechanical_efficiency_ratio,vibration_snr_dB,thermal_growth_rate,wear_rate_VB_per_cycle,wear_acceleration,vib_rms_roll_mean_5,vib_rms_roll_std_5,kurtosis_roll_mean_5,temp_roll_mean_5,vib_rms_roll_mean_15,vib_rms_roll_std_15,kurtosis_roll_mean_15,temp_roll_mean_15
1,1,3324.3561663863075,0.2131000028973882,1.4515921243548269,133.5682093597968,0.8692157795893231,2.885378974749903,7.614546432398827,0.1344367185129611,18.17683216734483,663.874776095769,1.52769636271623,0.004450003654523,86,Healthy,2146.1333586684646,1028.3373408257826,0.9673879923943075,27.037212396577214,0.0,0.0,0.0,0.8692157795893231,0.0,2.885378974749903,7.614546432398827,0.8692157795893231,0.0,2.885378974749903,7.614546432398827
1,2,3324.3561663863075,0.2131000028973882,1.4515921243548269,133.5682093597968,0.8162087234013778,2.8562779858814737,7.648512787303433,0.0897284218085749,18.254602651715054,693.8490714378235,1.6774185441257896,0.0089550063357594,85,Healthy,2243.0324086888313,1028.3373408257826,0.9208208958263061,27.037212396577214,0.03396635490460653,0.004505002681236399,0.004505002681236399,0.8427122514953505,0.037481648881232406,2.870828480315688,7.63152960985113,0.8427122514953505,0.037481648881232406,2.870828480315688,7.63152960985113
1,3,3324.3561663863075,0.2131000028973882,1.4515921243548269,133.5682093597968,0.8285946616246163,2.888530926223118,9.848869333463952,0.1650548275339112,18.242165339233303,684.695775364318,1.5230442730875715,0.0129443916021992,84,Healthy,2213.4421986786756,1028.3373408257826,1.0007755546035266,29.60640359316443,2.200356546160519,0.003989385266439801,-0.0005156174147965984,0.8380063882051058,0.027728549355265853,2.876729295618165,8.370642851055404,0.8380063882051058,0.027728549355265853,2.876729295618165,8.370642851055404
1,4,3324.3561663863075,0.2131000028973882,1.4515921243548269,133.5682093597968,0.8573454614930478,3.090382935807549,7.3830450081001375,0.1913511089669704,19.255715295104785,705.6955722502705,1.590916091925472,0.0163852343296684,83,Healthy,2281.32904457942,1028.3373408257826,0.9874649703306829,30.689603894337026,-2.4658243253638146,0.003440842727469199,-0.0005485425389706016,0.8428411565270912,0.024618724008513823,2.930142705665511,8.123743390316587,0.8428411565270912,0.024618724008513823,2.930142705665511,8.123743390316587
1,5,3324.3561663863075,0.2131000028973882,1.4515921243548269,133.5682093597968,0.8084800033134406,3.1731649693833,8.50195861969238,0.1213646555257132,18.14743212414829,691.3727882334377,1.5570529611925212,0.0208677890452344,82,Healthy,2235.027233342817,1028.3373408257826,0.9884631235869789,30.050914737362074,1.1189136115922418,0.004482554715566002,0.001041711988096803,0.8359689258843611,0.02628115197037462,2.978747158409069,8.199386436191746,0.8359689258843611,0.02628115197037462,2.978747158409069,8.199386436191746
1,6,3324.3561663863075,0.2131000028973882,1.4515921243548269,133.5682093597968,0.9465917912561096,3.174439312481297,9.08548124676588,0.1456023067926226,17.948551638421538,712.4424933827858,1.5905723177886886,0.024255993987664,81,Healthy,2303.1400743581858,1028.3373408257826,0.9971212586128413,23.586557410241955,0.583522627073501,0.0033882049424295985,-0.0010943497731364035,0.8514441282177184,0.05634148431893859,3.0365592259553473,8.493573399065157,0.854406070112986,0.050912953979852765,3.011362517421107,8.347068904620768
1,7,3324.3561663863075,0.2131000028973882,1.4515921243548269,133.5682093597968,0.86789011511793,3.194548426860629,9.83302485201567,0.1351976094696511,18.36764462310069,713.9073855555833,1.6439743618481986,0.0268572647806355,80,Healthy,2307.875687266063,1028.3373408257826,0.9667149251980727,24.23937958357948,0.7475436052497901,0.0026012707929715002,-0.0007869341494580982,0.8617804065610288,0.052896585200850645,3.1042133141511785,8.930475812007604,0.8563323622565493,0.04675555167484019,3.037531933055324,8.559348325677183
1,8,3324.3561663863075,0.2131000028973882,1.4515921243548269,133.5682093597968,1.1020124221470813,2.8520030013238147,9.268511015970756,0.1684855255221993,17.954148730355094,719.1359617170881,1.6638679670716638,0.031761335577351,79,Healthy,2324.778305233469,1028.3373408257826,0.9621521144764696,18.032386460444968,-0.5645138360449149,0.0049040707967155026,0.0023028000037440023,0.916463958665522,0.11494658345876586,3.096907729171318,8.814404148508965,0.8870423697428658,0.09704957865798754,3.0143408165888856,8.647993661963879
1,9,3324.3561663863075,0.2131000028973882,1.4515921243548269,133.5682093597968,0.865885262156002,2.8814135254153697,10.734148407523984,0.1653912918717384,18.24110135104396,716.4500527896017,1.671517318730516,0.0334852275191723,78,Healthy,2316.095464801537,1028.3373408257826,0.9541719203683569,18.127449103795673,1.4656373915532281,0.0017238919418212997,-0.003180178854894203,0.9181719187981127,0.11390729826153569,3.055113847092882,9.484624828393734,0.884691580010992,0.09105508793720779,2.999571117569606,8.87978863369278
1,10,3324.3561663863075,0.2131000028973882,1.4515921243548269,133.5682093597968,1.0226811516575829,3.080554387143307,9.64668721274484,0.1946927479912824,18.28156105577148,712.5469477114578,1.6702818972206088,0.0366876296668376,77,Healthy,2303.4777478582077,1028.3373408257826,0.9496756512422677,19.48289477790042,-1.0874611947791433,0.0032024021476652967,0.001478510205843997,0.9610121484669412,0.10199623452456276,3.0365917306448833,9.713570547004228,0.8984905371756511,0.0963011722606104,3.007669444526976,8.956478491597986
1,11,3324.3561663863075,0.2131000028973882,1.4515921243548269,133.5682093597968,0.9805908441956696,2.970771965617484,9.791708393063285,0.1900110907360823,18.298119959397287,719.3021420114839,1.521941780396468,0.0388845110561446,76,Healthy,2325.3155226217445,1028.3373408257826,1.0521190451951188,19.549965287039708,0.14502118031844446,0.002196881389307001,-0.0010055207583582956,0.9678119590548532,0.1019278162879878,2.995858261272121,9.854815976263707,0.9059542014501982,0.0946535436701957,3.0043151282624767,9.032408482640285
